Countries,Indicators,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Marshall Islands,Capital health expenditure,% Gross domestic product (GDP),,,0.06085,0.12358,0.12879,0.01481,0.03290,0.04341,0.13943,0.10836,0.05375,0.01703,0.23836,0.20215,0.06738,0.17733,0.07761,0.24352,0.24775,0.10614,0.16432,0.42802,
Micronesia (Federated States of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.76511,8.45260,7.89720,9.57150,12.02716,17.73307,10.74129,11.05850,11.99138,12.55259,13.10625,13.09527,12.27710,12.10208,11.72290,12.46286,13.13245,12.19583,11.65710,11.26046,10.84532,10.96059,
Micronesia (Federated States of),Current Health Expenditure (CHE) per Capita in US$,,161.96359,181.96553,170.64896,209.74185,259.02570,399.60941,246.37552,259.47079,290.11981,325.83734,361.80365,377.49036,370.92639,353.22513,343.00763,359.78537,396.62982,405.31104,422.44638,420.57950,398.57370,393.34930,
Micronesia (Federated States of),Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.11587,0.09467,0.08880,0.11895,0.17498,0.60405,1.18294,0.85806,0.85217,0.74912,0.58569,0.57126,0.43909,0.16065,0.04050,0.06816,0.01774,0.01362,0.01493,0.03116,0.01456,0.02956,
Micronesia (Federated States of),Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,0.85806,,,,,,0.16065,0.01254,0.01266,0.01205,0.01362,0.01493,0.00962,0.01456,0.02956,
Micronesia (Federated States of),Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.02796,0.05551,0.00569,,,0.02155,,,
Micronesia (Federated States of),Current Health Expenditure (CHE),% Gross domestic product (GDP),7.76511,8.45260,7.89720,9.57151,12.02716,17.73307,10.74129,11.05850,11.99138,12.55259,13.10625,13.09527,12.27710,12.10208,11.72290,12.46286,13.13245,12.19583,11.65710,11.26046,10.84532,10.96059,
Micronesia (Federated States of),Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.74816,1.82439,1.69749,2.10741,2.32524,2.65960,2.61383,2.45827,2.94639,2.18536,2.28946,3.03507,2.57380,2.76707,3.33988,3.21474,3.48056,3.15361,3.06693,3.19511,2.67547,1.89409,
Micronesia (Federated States of),Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.41180,0.44470,0.46459,0.50656,0.56297,0.60675,0.57872,0.55033,0.52996,0.50974,0.46127,0.43366,0.39026,0.32997,0.30782,0.32745,0.31456,0.30437,0.28090,0.29442,0.28866,0.29064,
Micronesia (Federated States of),External Health Expenditure (EXT),% Gross domestic product (GDP),5.60515,6.18350,5.73512,6.95753,9.13895,14.46672,7.54874,8.04990,8.51503,9.85750,10.35552,9.62654,9.31304,9.00504,8.07520,8.92068,9.33733,8.73785,8.30927,7.77094,7.88119,8.77586,
Micronesia (Federated States of),Capital health expenditure,% Gross domestic product (GDP),0.11587,0.09467,0.08880,0.11895,0.17498,0.60405,1.18294,0.85806,0.85217,0.74912,0.58569,0.57126,0.43909,0.16065,0.04050,0.06816,0.01774,0.01362,0.01493,0.03116,0.01456,0.02956,
Mongolia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,5.69538,5.05436,5.18856,4.10219,4.15719,3.75526,3.74972,4.07523,4.55693,4.45980,3.73946,3.58612,3.85800,4.08932,4.20990,4.23155,4.58009,4.33954,4.53449,4.49498,4.66625,6.91130,
Mongolia,Current Health Expenditure (CHE) per Capita in US$,,26.41834,25.91972,29.04701,26.00562,32.62977,37.02750,49.59526,66.23542,97.28815,76.66016,99.48032,136.04825,169.84096,180.84200,177.31834,165.84915,169.03986,160.92108,188.86266,197.55196,188.57124,315.57980,
Mongolia,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.53748,0.15071,0.68835,0.23468,0.13489,0.23945,0.14400,0.21950,0.24364,0.33880,0.42988,0.56031,0.44175,0.11831,0.46541,0.26945,0.47679,0.30749,0.28805,0.22168,0.28878,0.40459,
Mongolia,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,0.14400,0.21882,0.24039,0.31243,0.42139,0.56029,0.43560,0.11558,0.45978,,,,,,,,
Mongolia,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.53748,0.15071,0.68835,0.23468,0.13489,0.23945,0.00000,0.00068,0.00326,0.02637,0.00850,0.00002,0.00615,0.00273,0.00563,,,,,,,,
Mongolia,Current Health Expenditure (CHE),% Gross domestic product (GDP),5.69538,5.05436,5.18856,4.10219,4.15719,3.75526,3.74972,4.07523,4.55693,4.45980,3.73946,3.58612,3.85800,4.08932,4.20990,4.23155,4.58009,4.33954,4.53449,4.49498,4.66625,6.91130,
Mongolia,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.23053,3.50031,3.56779,2.78668,2.65613,2.27265,2.49134,2.88185,3.21819,3.10175,2.44484,2.13193,2.34510,2.28476,2.40595,2.40896,2.56394,2.25984,2.09530,2.11976,2.56925,4.53154,
Mongolia,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.40127,1.37092,1.36852,1.15635,1.22998,1.33748,1.09894,1.08070,1.07197,1.10428,1.13205,1.23281,1.29017,1.59584,1.55012,1.63416,1.64397,1.70074,2.05196,2.00214,2.09700,2.35723,
Mongolia,External Health Expenditure (EXT),% Gross domestic product (GDP),0.06358,0.18313,0.25225,0.15916,0.27108,0.14512,0.15944,0.11267,0.26677,0.25377,0.16257,0.22138,0.22273,0.20871,0.25382,0.18842,0.37217,0.37896,0.38724,0.37308,,0.02253,
Mongolia,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,4.58009,4.33954,4.53449,4.49498,4.66625,6.91130,
Mongolia,Capital health expenditure,% Gross domestic product (GDP),0.53748,0.15071,0.68835,0.23468,0.13489,0.23945,0.14400,0.21950,0.24364,0.33880,0.42988,0.56031,0.44175,0.11831,0.46541,0.26945,0.47679,0.30749,0.28805,0.22168,0.28878,0.40459,
Nauru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,18.96671,16.22330,13.80812,9.97444,6.87890,10.82082,12.41761,24.23068,23.00410,12.31576,12.69640,9.96044,8.84149,9.85010,8.38676,14.00562,10.99060,11.48864,11.10240,11.55542,12.68184,13.06414,
Nauru,Current Health Expenditure (CHE) per Capita in US$,,454.43610,341.18649,291.11621,266.06006,210.49307,320.36789,354.24863,572.72601,791.19971,563.16577,614.13409,659.43390,859.04865,818.11560,746.35699,959.48846,957.28595,"1,092.87634","1,175.68677","1,158.77087","1,318.16504","1,529.51917",
Nauru,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,0.57314,0.68630,1.81385,0.30034,0.00000,0.00000,0.00000,0.01630,0.06963,0.10902,7.47202,1.33230,,0.56692,0.69504,1.26651,
Nauru,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,0.01630,0.06963,0.10902,0.13806,0.85811,0.14608,0.51097,0.69504,1.26651,
Nauru,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,7.33396,,,0.05594,0.00000,34.86440,
Nauru,Current Health Expenditure (CHE),% Gross domestic product (GDP),18.96671,16.22330,13.80812,9.97444,6.87890,10.82082,12.41762,24.23068,23.00410,12.31576,12.69640,9.96044,8.84149,9.85010,8.38676,14.00562,10.99060,11.48864,11.10240,11.55542,12.68184,13.06414,
Nauru,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),16.66840,12.96108,9.82159,7.47198,4.88975,9.72500,10.87369,16.81926,12.60141,6.32095,7.59176,5.67364,4.02322,5.35097,6.16784,8.43573,9.87077,8.42948,9.77890,10.34617,9.88011,11.34251,
Nauru,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.82917,0.84158,0.89954,0.83361,0.84961,0.82082,0.84103,0.99501,0.98403,0.84588,0.81874,0.70072,0.53002,0.79008,0.84434,0.62031,0.49705,0.40656,0.33114,0.36529,0.35252,0.35487,
Nauru,External Health Expenditure (EXT),% Gross domestic product (GDP),1.46914,2.42064,3.08700,1.66885,1.13953,0.27500,0.70290,6.41641,9.41866,5.14893,4.28591,3.58608,4.28825,3.70905,1.37458,4.94958,0.62278,2.65260,0.99236,0.84397,2.44921,1.36677,
Nauru,Capital health expenditure,% Gross domestic product (GDP),,,,,,,0.57314,0.68630,1.81385,0.30034,0.00000,0.00000,0.00000,0.01630,0.06963,0.10902,7.47202,1.33230,,0.56692,0.69504,1.26651,
New Zealand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.47002,7.57894,7.90046,7.72169,7.90091,8.27335,8.63842,8.32904,9.12383,9.62076,9.59278,9.51987,9.65164,9.36019,9.40168,9.28344,9.24379,8.96695,9.03512,9.49310,10.07205,10.04858,
New Zealand,Current Health Expenditure (CHE) per Capita in US$,,"1,054.91211","1,054.32800","1,250.92896","1,611.79041","1,983.18701","2,296.60767","2,305.14648","2,706.79956","2,851.11914","2,713.81421","3,233.77856","3,656.73071","3,856.17310","4,014.97461","4,192.74365","3,600.95630","3,739.40137","3,903.68042","3,957.86084","4,085.78809","4,223.22168","4,906.07080",
New Zealand,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.47002,7.57894,7.90046,7.72169,7.90091,8.27335,8.63842,8.32904,9.12383,9.62076,9.59278,9.51987,9.65164,9.36019,9.40168,9.28344,9.24379,8.96695,9.03512,9.49310,10.07205,10.04858,
New Zealand,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),5.56447,5.54620,5.92019,5.82977,6.08666,6.36614,6.67046,6.60466,7.08284,7.47722,7.50836,7.49987,7.57742,7.26710,7.28015,6.93416,6.89158,6.76607,6.76108,7.13066,7.84315,7.74131,
New Zealand,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.90555,2.03274,1.98027,1.89192,1.81424,1.90721,1.96796,1.72438,2.04099,2.14355,2.08441,2.02001,2.07421,2.09309,2.12153,2.34929,2.35222,2.20088,2.27404,2.36244,2.22891,2.30727,
Niue,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,7.92566,38.13646,11.11293,9.52666,17.34155,12.30243,50.18312,23.60816,23.25727,28.82341,15.54111,19.82967,10.30762,9.70858,10.83492,8.74964,7.75023,8.51143,7.99598,7.27533,8.97386,13.75609,
Niue,Current Health Expenditure (CHE) per Capita in US$,,291.52847,"1,331.90674",424.90494,511.33771,"1,080.50232",907.31860,"3,647.83447","2,044.29114","2,044.73120","2,249.52881","1,516.16882","2,297.55054","1,292.47852","1,348.94727","1,603.52136","1,120.29407","1,032.92957","1,222.97913","1,324.64844","1,156.83362","1,319.09521","1,911.76660",
Niue,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,0.16954,31.69177,4.42318,2.24898,2.86537,1.12528,0.88952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04649,0.00000,0.00000,,
Niue,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,0.00000,0.04649,,,,
Niue,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.00000,0.00000,0.00000,0.00000,0.00000,0.16954,31.69177,4.42318,2.24898,2.86537,1.12528,0.88952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,,
Niue,Current Health Expenditure (CHE),% Gross domestic product (GDP),7.92566,38.13646,11.11293,9.52667,17.34155,12.30243,50.18312,23.60815,23.25727,28.82341,15.54111,19.82968,10.30762,9.70858,10.83492,8.74964,7.75023,8.51143,7.99598,7.27533,8.97386,13.75609,
Niue,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),7.80319,37.99892,10.95722,8.41704,11.80575,8.11687,42.50037,12.68423,15.30868,17.67844,10.51619,16.08846,7.56758,6.98258,6.93418,5.72227,5.41005,5.43244,5.32803,5.27539,6.26309,7.04952,
Niue,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.12247,0.13754,0.15572,0.13137,0.12764,0.12238,0.13364,0.12942,0.13377,0.15028,0.14772,0.14156,0.13469,0.11995,0.11330,0.07298,0.07039,0.06914,0.06850,0.07183,0.08136,0.08136,
Niue,External Health Expenditure (EXT),% Gross domestic product (GDP),0.00000,0.00000,0.00000,0.97826,5.40816,4.06319,7.54912,10.79450,7.81483,10.99469,4.87720,3.59966,2.60535,2.60605,3.78745,2.95439,2.26978,3.00985,2.59945,1.92812,2.62941,6.62522,
Niue,Capital health expenditure,% Gross domestic product (GDP),,,,,,0.16954,31.69177,4.42318,2.24898,2.86537,1.12528,0.88952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04649,0.00000,0.00000,,
Palau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,8.69526,7.79659,8.01948,8.96286,9.91891,9.29252,9.56446,9.80653,9.40130,10.30606,11.61803,10.86478,11.49705,11.97791,12.12317,11.33741,11.62825,12.52633,12.85857,13.40278,14.34041,16.38420,
Palau,Current Health Expenditure (CHE) per Capita in US$,,656.81146,625.20605,658.49371,698.83246,827.09479,871.56885,931.16840,992.50226,979.43048,"1,007.31189","1,153.06067","1,161.53040","1,377.39136","1,520.32056","1,675.82617","1,809.50012","1,977.63831","2,036.63086","2,072.97583","2,102.07471","2,058.66162","2,045.29749",
Palau,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,0.47603,0.23618,0.17590,0.15693,0.15224,0.03593,0.16381,0.17636,0.06096,0.07250,0.15793,0.07558,0.01624,0.10014,0.10405,0.13199,0.19517,0.08333,0.70819,,,
Palau,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,0.70819,,,
Palau,Current Health Expenditure (CHE),% Gross domestic product (GDP),8.69526,7.79659,8.01948,8.96286,9.91891,9.29252,9.56446,9.80653,9.40130,10.30606,11.61803,10.86478,11.49705,11.97791,12.12317,11.33741,11.62825,12.52633,12.85857,13.40278,14.34041,16.38420,
Palau,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),4.61960,3.96126,3.58202,3.94901,4.14846,3.47357,3.63601,3.40087,3.04034,3.99591,4.84195,5.08927,5.56376,5.66813,6.07649,5.51038,5.84969,6.10259,6.49345,6.91780,6.53707,7.39721,
Palau,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.85418,1.73756,2.08818,2.29773,2.28853,2.34742,2.58881,2.74586,2.81032,3.24762,3.33058,3.29262,3.43959,3.87363,3.80487,3.87734,3.95406,4.35949,4.32372,4.42405,5.01197,5.70634,
Palau,External Health Expenditure (EXT),% Gross domestic product (GDP),2.22148,2.09777,2.34928,2.71613,3.48193,3.47153,3.33965,3.65980,3.55064,3.06252,3.44550,2.48288,2.49370,2.43614,2.24181,1.94969,1.82450,2.06425,2.04139,2.06093,2.79137,3.28065,
Palau,Capital health expenditure,% Gross domestic product (GDP),,0.47603,0.23618,0.17590,0.15693,0.15224,0.03593,0.16381,0.17636,0.06096,0.07250,0.15793,0.07558,0.01624,0.10014,0.10405,0.13199,0.19517,0.08333,0.70819,,,
Papua New Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,2.01842,2.30064,2.77563,2.45315,2.59373,2.44874,2.42600,2.42102,2.13526,2.32938,2.10756,2.29398,2.66694,2.99728,3.27119,1.81882,2.33063,2.22971,2.30052,2.32534,2.30194,2.32032,
Papua New Guinea,Current Health Expenditure (CHE) per Capita in US$,,18.93961,18.29378,20.66277,22.10498,25.87848,27.65415,30.21554,33.38859,34.91187,36.77980,39.60604,52.84900,70.75684,77.28434,89.70458,45.50783,54.36591,55.63466,59.45320,60.31322,56.30739,61.41453,
Papua New Guinea,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.60147,,1.15219,0.52433,0.35703,0.11019,0.43370,0.25427,0.29438,0.31200,
Papua New Guinea,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,0.59692,,1.14956,0.51600,0.19207,0.10623,,0.18954,0.17117,0.12563,
Papua New Guinea,Capital Health Expenditure (External) as % Gross Domestic Product (GDP),,0.00674,0.02144,0.01763,0.00085,0.00149,0.00068,0.00209,0.00328,0.00263,0.00192,0.00545,0.00046,0.00455,0.00112,0.00262,0.00833,0.16496,0.00396,,0.06473,0.12321,0.18637,
Papua New Guinea,Current Health Expenditure (CHE),% Gross domestic product (GDP),2.01842,2.30064,2.77563,2.45315,2.59373,2.44874,2.42600,2.42102,2.13526,2.32938,2.10756,2.29398,2.66694,2.99728,3.27119,1.81882,2.33063,2.22971,2.30052,2.32534,2.30194,2.32032,
Papua New Guinea,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.70150,1.66756,1.76446,1.42520,1.70006,1.61289,1.62890,1.63441,1.51408,1.55685,1.30032,1.49706,1.82221,1.98456,2.02067,1.37783,1.67796,1.68148,1.61519,1.35626,1.58207,1.16016,
Papua New Guinea,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),0.19060,0.20396,0.24285,0.21546,0.21982,0.20069,0.19668,0.18839,0.18567,0.24205,0.25889,0.28078,0.24592,0.19699,0.19481,0.22497,0.23643,0.20064,0.22084,0.22154,0.23996,0.24026,
Papua New Guinea,External Health Expenditure (EXT),% Gross domestic product (GDP),0.12632,0.42912,0.76832,0.81249,0.67385,0.63516,0.60042,0.59822,0.43551,0.53047,0.54835,0.51614,0.59880,0.81573,1.05572,0.21602,0.41623,0.34759,0.46449,0.74754,0.47991,0.91990,
Papua New Guinea,Capital health expenditure,% Gross domestic product (GDP),,,,,,,,,,,,,0.60147,,1.15219,0.52433,0.35703,0.11019,0.43370,0.25427,0.29438,0.31200,
Philippines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.05512,2.84776,2.63767,3.07663,3.04685,3.74253,3.77763,3.75318,3.86316,4.16452,4.13108,4.02519,4.17709,4.27409,3.70314,3.89827,3.95484,3.96043,3.95382,4.16646,5.16214,5.87126,5.09625
Philippines,Current Health Expenditure (CHE) per Capita in US$,,32.78954,28.22548,27.35728,32.28581,34.21176,46.60521,54.85954,65.36551,76.89061,78.84607,90.95713,97.86031,111.60261,121.70754,108.72145,115.94628,120.15416,121.87956,126.31158,142.23665,166.44925,203.17681,178.28265
Philippines,Health Capital Expenditure (HK) % Gross Domestic Product (GDP),,0.01322,0.01225,0.01783,0.01547,0.01325,0.01289,0.00555,0.01992,0.01875,0.05444,0.05863,0.08023,0.08224,0.09368,0.32034,0.45596,0.48668,0.50983,0.69262,0.43237,0.49323,0.40610,0.35867
Philippines,Capital Health Expenditure (Domestic Public) as % Gross Domestic Product (GDP),,,,,,,,,,,,,,,,0.32034,0.45596,0.48668,0.50983,0.69262,0.43237,0.49323,0.40610,0.35867
Philippines,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.05512,2.84776,2.63767,3.07664,3.04685,3.74253,3.77763,3.75318,3.86316,4.16452,4.13108,4.02519,4.17709,4.27409,3.70314,3.89827,3.95484,3.96043,3.95382,4.16646,5.16214,5.87126,5.09625
Philippines,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.35642,1.15624,0.97706,1.11422,1.08843,1.23874,1.21229,1.17537,1.16428,1.27641,1.31791,1.06190,1.09803,1.12045,1.26327,1.46861,1.47373,1.48272,1.53633,1.69176,2.33326,2.30899,2.13491
Philippines,Domestic Private Health Expenditure (PVT-D),% Gross domestic product (GDP),1.59078,1.58357,1.58592,1.85873,1.83940,2.34612,2.42070,2.50453,2.64181,2.79118,2.73911,2.92474,3.03617,3.07915,2.38476,2.37350,2.39150,2.39082,2.40517,2.45779,2.79083,3.24018,2.88996
Philippines,External Health Expenditure (EXT),% Gross domestic product (GDP),0.10792,0.10796,0.07469,0.10368,0.11902,0.15768,0.14464,0.07328,0.05707,0.09693,0.07405,0.03854,0.04289,0.07449,0.05511,0.05617,0.08961,0.08689,0.01232,0.01691,0.03805,0.32210,0.07138
Philippines,Current health expenditure by Health Care Functions,% Gross domestic product (GDP),,,,,,,,,,,,,,,,,3.95484,3.96043,3.95382,4.16646,5.16214,5.87126,5.09625
Philippines,Capital health expenditure,% Gross domestic product (GDP),0.01322,0.01225,0.01783,0.01547,0.01325,0.01289,0.00555,0.01992,0.01875,0.05444,0.05863,0.08023,0.08224,0.09368,0.32034,0.45596,0.48668,0.50983,0.69262,0.43237,0.49323,0.40610,0.35867
Republic of Korea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),,3.85544,4.29694,4.01433,4.28309,4.26716,4.54809,4.84870,4.95490,5.24600,5.65906,5.81981,5.91455,6.03250,6.15070,6.40432,6.58926,6.87050,7.04742,7.49120,8.17480,8.34977,9.33146,9.72048
Republic of Korea,Current Health Expenditure (CHE) per Capita in US$,,475.02933,500.08017,531.89008,633.09393,708.57941,887.69562,"1,062.19836","1,204.76379","1,137.20911","1,099.13916","1,363.56091","1,507.55664","1,553.32825","1,682.76392","1,880.44202","1,894.34753","2,008.09827","2,220.56421","2,501.13965","2,605.99341","2,648.22412","3,260.44873","3,123.94702"
Republic of Korea,Current Health Expenditure (CHE),% Gross domestic product (GDP),3.85544,4.29694,4.01433,4.28309,4.26716,4.54809,4.84870,4.95490,5.24600,5.65906,5.81981,5.91454,6.03250,6.15070,6.40432,6.58926,6.87050,7.04742,7.49120,8.17480,8.34977,9.33146,9.72048
Republic of Korea,Domestic General Government Health Expenditure (GGHE-D),% Gross domestic product (GDP),1.95133,2.37762,2.25799,2.38668,2.39802,2.54042,2.81475,2.91226,2.98750,3.31358,3.39848,3.40593,3.41950,3.50272,3.60209,3.71058,3.87140,4.01201,4.29813,4.73187,4.99586,5.69225,5.97277
